student_id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
14,0.251732,0.018529393,0.56864655,-0.35328585,-0.50829333,-0.62700635,-0.12188874,-0.19746988,-0.30340758,-0.042218953,-0.2527398,-0.12273398,0.13259056,0.3751164,-0.24190369,0.46001256,-0.07199003,-0.3107877,-0.49109724,0.5383587,0.23215663,0.02145341,0.08164589,0.10975394,-0.04379853,-0.26572543,-0.072634414,-0.6218743,-0.38432354,0.34661037,0.49255913,-0.45116916,0.35075003,-0.2169507,1.2049024,0.22793941,-0.21080844,-0.1776814,0.10862981,-0.23912314,0.41719043,0.3478379,0.3084345,-0.16488793,-0.38803762,0.027097587,-0.6655417,-0.037421897,0.6154816,-0.28702137,0.6128813,-0.051564395,0.19216388,0.101498604,0.43490168,0.5078795,0.85600364,-0.19899166,0.37447637,-0.8231976,-0.1504327,-0.009900015,0.09131134,-0.44690257
21825,0.051834285,-0.42041487,0.6801448,-0.1915619,-0.014613807,-0.0757617,-0.20670642,-0.46833646,-0.4037903,0.013500802,-0.14164996,1.0164303,0.22664897,0.98572344,0.5857161,-0.03365647,0.24570833,-0.0010690838,-0.046445236,0.101235405,-0.071512684,-0.11211935,0.49259633,0.22078447,0.1466909,-0.21057065,0.3755283,-0.48042068,0.15941763,0.12248476,-0.027354717,-0.38764772,0.44201618,0.37875062,0.5182816,0.5291624,0.051829003,0.31467003,-0.1621341,-0.21930999,0.5838257,0.88912904,0.08221534,-0.4880722,-0.20234776,0.01504311,-0.9385687,0.16260813,0.93203294,-0.69791704,0.052686393,0.27652508,-0.07715041,0.00065879524,0.33798486,0.23790544,1.1614233,-0.9610574,1.0749801,-0.1474362,-0.42050773,-0.16580051,0.15649958,-0.046379536
53167,-0.14204055,-0.59824204,0.8025375,0.15739161,-0.1913943,0.04403343,0.20973393,-0.48998952,0.31582755,-0.32209438,-0.068450324,0.36398056,0.37550652,1.099883,0.122606315,0.21243602,-0.3839085,0.228075,-0.52150774,0.19562876,-0.17611913,-0.019712612,0.030927718,0.032536827,-0.10369678,0.05101102,-0.08576572,0.4822518,0.07609039,0.024784252,-0.16910258,-0.7148701,0.48967338,0.02407372,0.99836576,0.41513586,-0.30499274,-0.1412782,-0.34224117,-0.0074629337,0.81940603,0.5975965,0.42893422,-0.0052558184,0.065419674,0.30639684,-0.9248656,0.50546587,0.841593,-0.27705917,-0.19959146,0.32158566,0.19838569,0.23206422,0.26104823,0.4465798,0.7195235,-0.6267526,0.69592077,-0.7122716,-0.40237418,-0.058507025,0.058464922,-0.4163275
54318,-0.071992755,0.16082996,0.57173264,0.13093957,0.34446692,0.29821646,0.29326722,-0.32755926,0.714713,0.23169118,-0.3729726,0.4543919,0.87810457,0.59605473,0.58407474,0.254793,0.37993854,-0.030635774,-0.28444928,-0.3130152,-0.7842406,-0.17627156,-0.23107228,0.35614976,-0.33674473,0.59820646,0.50403726,-0.014549732,0.13728051,-0.6448511,-0.44961578,-0.3281904,1.1607921,0.71755964,0.4604954,0.20621662,-0.58460194,-0.19816044,-0.59562963,0.39078453,0.7445073,0.8456924,0.45369998,-0.21337116,0.20235424,-0.019368976,-0.9275041,0.27678585,0.79837155,-0.3520946,0.039977245,-0.032992795,0.87151957,0.5009281,-0.12823385,-0.058474153,0.8477038,-1.2284776,1.2130082,0.19832069,-0.344382,0.07974233,0.16017777,-0.027076224
64525,-0.202654,-0.7474307,0.8067231,-0.0048225224,0.11953108,0.81132793,0.4504874,-0.71835136,0.41219953,0.40509558,0.2055966,0.2479462,0.54675657,0.7313528,0.29180908,-0.041632622,0.38218498,-0.27067345,0.22651297,-0.041426577,-1.0639894,-0.42762765,0.13705994,-0.34987044,-0.51513803,0.8864736,0.30359882,0.2826509,0.14981274,0.0114483535,-0.21687403,-0.097824454,0.50055397,0.43136096,1.0550659,0.1891035,-0.44485593,0.18658164,-0.84799033,0.31450784,0.85233235,0.42650717,0.2385576,-0.0528111,0.63343626,-0.18901688,-1.2248166,0.58801866,0.8385869,-0.6571999,0.3927772,-0.018775925,0.6368402,0.18400884,0.31476378,0.10112652,0.86532503,-0.81190836,0.98614097,-0.3198198,-0.05623196,-0.2198305,0.66234845,-0.6568468
64535,0.4073305,-0.21538979,0.87012905,-0.19989805,-0.04674837,-0.49000353,-0.2442596,-0.42685747,0.42812437,0.15059836,0.7433701,-0.68107224,0.04505281,0.573968,0.10099107,-0.072245,-0.024914056,-0.094015464,-0.51821405,0.52008027,-0.060983717,-0.3091655,-0.06822842,-0.26296484,-0.33741564,-0.02735547,0.7322697,-0.6452444,-0.1712889,0.35377464,0.76599574,-0.2345284,0.48521483,-0.1991414,1.1866043,0.73984575,0.11457789,0.10565451,-0.27986938,-0.46093917,0.18389939,0.56510854,-0.039058402,0.27832925,0.3788548,0.7786673,-0.9224496,0.364735,1.1190239,-0.44477937,-0.3623573,-0.058482498,0.34160092,0.05627203,0.33310843,0.8589306,1.5597836,-0.38768366,0.5353265,-0.5904792,-0.13307701,0.1927256,0.53049684,-0.13712834
64634,0.10667366,-0.32833534,1.1003152,0.33823302,-0.08619955,-0.37959224,0.056486774,-0.4471819,0.47568595,0.24042384,0.20437798,0.14119315,0.3801341,0.65518624,0.49870014,0.26364148,0.2846332,-0.23948474,-0.35442328,0.12370466,0.1364783,-0.28679976,-0.03832388,0.1487844,-0.2759022,-0.18627381,0.23540805,-0.35291764,-0.07920191,-0.109067865,0.049161725,-0.13164617,0.5327054,0.1274688,0.8564356,0.35230643,-0.14066008,-0.07607485,0.06830959,0.4183538,0.29833496,0.53314734,0.39366728,-0.09038669,0.12544101,0.5163761,-0.8780395,0.19912986,1.1124719,-0.82201874,-0.24714819,0.34093612,0.50074494,0.21756926,-0.06544343,0.27831507,1.0780641,-0.55585945,0.79563206,-0.515239,-0.5612528,-0.25749987,0.14569235,-0.3521151
70190,-0.28082722,-0.23105758,0.5118071,-0.12697078,0.26342213,0.11546427,0.13881381,0.03719915,0.6335396,0.23544635,0.047875404,-0.03919199,0.5543131,0.89403117,-0.18552397,0.43726283,0.30819494,-0.31213757,-0.1399524,0.04670032,-0.51056916,-0.39806098,-0.31105202,-0.05472027,-0.29381585,0.049679503,-0.0026121885,-0.18716931,0.06448092,0.12976898,-0.007240966,-0.121610045,0.09437333,-0.04535313,0.75422925,0.20607373,-0.6548967,-0.08606416,-0.6695807,0.22320503,0.59009403,0.38115048,0.18292171,0.24774118,-0.38027352,0.41312608,-0.6444148,-0.23316643,1.3045288,-0.68004715,-0.086427644,0.2702818,0.38450336,0.20515071,0.278835,0.38833338,1.1012049,-0.5878798,1.085728,-0.23002511,-0.027396291,-0.44095206,0.10674468,-0.58913076
70363,-0.28448308,-0.41736305,0.69919634,0.10857402,-0.15657066,0.077837236,-0.10041356,-0.14406095,0.3256887,-0.18683471,-0.014643192,-0.027894527,0.7920445,0.93179595,0.40115273,0.28828388,0.17750876,0.33529282,-0.3829773,0.3184919,-0.091979295,0.12059406,-0.2462526,-0.07702856,-0.24007875,0.022799328,0.6881356,0.334177,-0.09012006,0.24706425,0.13509491,-0.32161507,0.426683,-0.031465024,0.32145184,0.16152576,-0.26136428,-0.21083707,-0.067864254,0.19606243,0.6053617,0.6660316,0.4912117,-0.07779225,0.06976116,0.2697081,-1.0352943,0.46514827,0.96022165,-0.19859526,0.040241167,-0.077216595,0.3737042,-0.02352161,0.27234504,-0.010746673,0.78770125,-0.7204336,0.9522635,-0.46525756,-0.03909839,-0.1944446,0.1966805,-0.33320296
70676,-0.35080844,-0.60605633,1.1466144,0.4986327,0.3790033,0.42194542,0.61414486,-0.7139747,0.6230099,0.00077037513,0.019944891,0.2808499,0.67160285,0.9940258,0.88075554,0.002743505,0.2961883,0.40323246,-0.1610899,-0.27040017,-0.047867954,-0.29480302,0.26422578,0.25657016,-0.19017637,0.3472948,0.4961038,0.06596118,0.246601,0.013120957,-0.19803263,0.043395847,0.383725,0.7042673,0.37548727,0.6744799,-0.25191998,0.10932077,-0.61109316,0.32278192,0.52797335,1.1562614,0.51650894,-0.36641538,-0.08566874,0.41937974,-0.9709567,0.7188848,0.9492484,-0.6929282,-0.15131456,0.39815256,0.3626863,0.55058527,0.23982045,0.5998428,1.3122913,-0.8646821,1.3124508,-0.47787365,-0.6693172,-0.10897234,0.08898642,-0.4104935
